"region","avg_median_sale_price"
"St. John the Baptist Parish, LA",199413.571428571
"Steele County, ND",266733.333333333
"Brazos County, TX",296267.2
"Jefferson County, CO",579681.94
"Lake County, SD",259891.379310345
"Hocking County, OH",253523.076923077
"Webster County, KY",119806.65
"Levy County, FL",253559.620689655
"Mills County, TX",236377.777777778
"Eagle County, CO",1435248.29
"Lyman County, SD",276083.333333333
"Lake County, TN",91000
"Hancock County, ME",442417.271428571
"Adams County, PA",254862.195121951
"Orange County, NY",345180.87
"Licking County, OH",282786.012820513
"Morgan County, IL",133658.633333333
"Citrus County, FL",248739.93902439
"Morris County, NJ",501304.102040816
"Clayton County, IA",148312.083333333
"Champaign County, OH",196263.72972973
"Wilkinson County, GA",122777.777777778
"Pitkin County, CO",4320071.29545455
"Jackson County, CO",361916.666666667
"Kings County, NY",1094260.91
"Swain County, NC",354760.714285714
"Austin County, TX",321984.095238095
"Pacific County, WA",356016.176470588
"Botetourt County, VA",299063.035714286
"Nobles County, MN",214173.913043478
"Chippewa County, MN",167004.272727273
"Scotts Bluff County, NE",181812.5
"King George County, VA",401441.0625
"Ballard County, KY",135082.5
"Cullman County, AL",284895.875
"Richland Parish, LA",188888.095238095
"Yukon-Koyukuk Census Area, AK",123944.444444444
"Seneca County, OH",155791.891891892
"Darlington County, SC",236789.285714286
"Hamilton County, KS",127950
"Harnett County, NC",283900.785714286
"Stokes County, NC",268675.648148148
"San Miguel County, NM",252284
"Hinds County, MS",154503.89
"Limestone County, TX",241370
"Charlotte County, VA",188822.222222222
"Sherman County, TX",196909.8
"Butler County, AL",161660
"Riley County, KS",247259.259259259
"Troup County, GA",242133.035714286
"Polk County, TN",265417.5
"Wayne County, NE",144245.882352941
"Wise County, TX",351558
"Hampton, VA",227734.96875
"Steuben County, IN",302794.396551724
"Cherokee County, SC",217740.652173913
"Canyon County, ID",406964.465909091
"Appomattox County, VA",292005
"Caldwell Parish, LA",219170
"Walker County, TX",231236.689189189
"Cuming County, NE",185666.657894737
"Richardson County, NE",105500
"Hall County, GA",349367.395348837
"Karnes County, TX",205700
"Mason County, TX",276490
"Conway County, AR",143856.086956522
"Cedar County, MO",188442
"Real County, TX",375100
"Crenshaw County, AL",135786.111111111
"Barnstable County, MA",648156.382978723
"Lincoln County, AR",147161.111111111
"Baker County, FL",307962.954545455
"Siskiyou County, CA",271796.296296296
"Indiana County, PA",147888.015151515
"Washington County, ID",323852.5
"Wood County, TX",233449.814814815
"Oxford County, ME",327923.1875
"Nevada County, AR",92214.2857142857
"Wright County, IA",107850
"Lawrence County, IL",138531.25
"Humphreys County, MS",109624.944444444
"Berkeley County, SC",348766.211111111
"Richland County, IL",129568.75
"Aitkin County, MN",257244
"Oregon County, MO",156665.217391304
"Crawford County, AR",228448.8125
"Cameron Parish, LA",257950
"Yankton County, SD",255422.580645161
"Wayne County, GA",245113.409090909
"Williamsburg, VA",364014.1125
"Rock County, WI",229929.255319149
"Baldwin County, AL",385487.05
"Coryell County, TX",255817.580645161
"Paulding County, GA",323170.042857143
"Calhoun County, AL",158510
"Coos County, OR",362464.947368421
"Nowata County, OK",184550
"Marion County, OH",160838.684210526
"Belmont County, OH",146204.532258065
"Greene County, IN",158518.75
"Buchanan County, VA",61727.5
"Monroe County, IN",265377.234693878
"Holt County, NE",57000
"Allegan County, MI",298017.205128205
"Throckmorton County, TX",172500
"Luce County, MI",128865
"Caldwell County, KY",149470
"Hood County, TX",352786.710526316
"Presidio County, TX",486168
"Vernon County, WI",222833.333333333
"Coffee County, GA",149527.777777778
"Sweetwater County, WY",267196
"Bollinger County, MO",178338.095238095
"Essex County, MA",575030.01
"Scott County, IN",187796.304347826
"Mitchell County, NC",268467.391304348
"Essex County, NY",298801.223684211
"Montgomery County, AL",173531.276595745
"Washington County, AR",311141.275510204
"Kewaunee County, WI",257064
"Hawkins County, TN",239362.142857143
"Early County, GA",142371.428571429
"Antrim County, MI",271846.96969697
"Manatee County, FL",397642.93
"Houghton County, MI",166750
"Madison County, OH",281622.84375
"Nuckolls County, NE",114232.55
"Cherokee County, AL",234705.172413793
"Hunt County, TX",299944.689655172
"Itasca County, MN",228681.034482759
"Cascade County, MT",312636.819148936
"Crawford County, IN",170755
"Fulton County, KY",115640
"Harvey County, KS",176355.833333333
"Clay County, TX",190855
"Monroe County, TN",301553.046875
"Clinton County, PA",168512.962962963
"Sussex County, VA",204797.727272727
"San Juan County, CO",584723.684210526
"Monroe County, WI",209413.970588235
"Mesa County, CO",358957.142857143
"Louisa County, VA",405098.551724138
"Sutter County, CA",354917.282051282
"St. Joseph County, MI",180154.95
"Stanton County, NE",194055.555555556
"Hidalgo County, NM",215950
"Lincoln County, MS",186644.69047619
"Onslow County, NC",261613.333333333
"Pasquotank County, NC",267797.903225806
"Live Oak County, TX",215949.9
"Howard County, AR",154668.333333333
"Putnam County, NY",449719.230769231
"Nantucket County, MA",9066628.57142857
"Clackamas County, OR",547835.989795918
"Estill County, KY",172866.666666667
"Highland County, OH",174187.362068966
"Rio Blanco County, CO",198900
"Vermilion County, IL",109317.1875
"Salem, VA",247068.621621622
"Beckham County, OK",229329.166666667
"Phillips County, AR",123885.714285714
"Macon County, GA",133676.388888889
"Dare County, NC",536235.2625
"Johnson County, TX",345794.586206897
"Mercer County, KY",231120.227272727
"Curry County, OR",477453.887096774
"Hancock County, KY",200740
"Wayne County, UT",420062.5
"Hampshire County, WV",215685.714285714
"Garza County, TX",259463.571428571
"Madison County, AL",288461.93
"Republic County, KS",188333.333333333
"Franklin County, NE",111675
"Gage County, NE",190691.071428571
"Wilcox County, AL",435107.142857143
"Trinity County, TX",172550.571428571
"Shelby County, IN",221201.338235294
"Pope County, AR",177794.192307692
"Powell County, KY",175257.142857143
"DeKalb County, IL",225259.632653061
"Marshall County, IA",138600
"Piscataquis County, ME",180287.5
"McLean County, ND",207909.166666667
"Mecosta County, MI",218630.333333333
"Miller County, AR",170486
"Buffalo County, NE",284654.347826087
"Caribou County, ID",336854.522727273
"Ford County, IL",136875
"Newton County, GA",290205.085365854
"Greene County, IL",102355.555555556
"Lane County, KS",90000
"Antelope County, NE",127083.333333333
"Hill County, MT",273950
"Galveston County, TX",298310.44
"Pondera County, MT",237260
"Prairie County, AR",176011
"Blair County, PA",155397.097560976
"Haywood County, NC",350228.947368421
"Hardy County, WV",259790
"Barron County, WI",240490
"Broomfield County, CO",590130.426829268
"Sherburne County, MN",322894.515151515
"Platte County, NE",313092.857142857
"Wheatland County, MT",203737.5
"Hancock County, IA",147694.444444444
"Wilbarger County, TX",102994.95
"Glenn County, CA",334515.119047619
"Hertford County, NC",150809.523809524
"Grady County, GA",257515
"Meigs County, TN",327445
"Houston County, MN",263534.057692308
"Fredericksburg, VA",422165.1125
"Chambers County, AL",154085
"Jefferson County, MO",221293.824324324
"Barbour County, AL",183879.761904762
"San Juan County, UT",304635
"Roanoke City County, VA",227103.020408163
"Lavaca County, TX",244738.095238095
"Polk County, MO",229452.108695652
"Quitman County, MS",56101.0714285714
"Monroe County, GA",351600.434782609
"Mercer County, IL",144095.227272727
"Winnebago County, IA",152727.272727273
"Whitman County, WA",331235.27027027
"San Diego County, CA",842493
"Osage County, KS",137192.045454545
"Heard County, GA",232920
"Wheeler County, OR",159166.666666667
"New Haven County, CT",305736.25
"Nemaha County, NE",118025
"Brooks County, GA",198759.523809524
"Madison County, NC",384460.375
"Holt County, MO",111337.5
"Potter County, TX",180444.827586207
"Stevens County, WA",342046.153846154
"Ottawa County, OH",263345.588235294
"St. James Parish, LA",223842.105263158
"Clinton County, KY",176205
"Hempstead County, AR",126452.777777778
"Dade County, MO",146580
"Union County, MS",188985.714285714
"Mineral County, WV",156288.461538462
"Jones County, TX",174137.5
"Morgan County, TN",262335
"Cook County, GA",179061.904761905
"Cache County, UT",468344.630434783
"Lawrence County, MS",139535.6
"Cass County, TX",178228.363636364
"Madison County, AR",226059.523809524
"Cannon County, TN",324080
"Bottineau County, ND",15900
"Newport County, RI",761492.857142857
"Chickasaw County, MS",181500
"Platte County, WY",228967.391304348
"Jackson County, IL",129809.291666667
"Chippewa County, WI",274981.133333333
"Dunn County, ND",143497.857142857
"Sevier County, TN",435658.833333333
"Converse County, WY",262298.076923077
"Bamberg County, SC",151090.476190476
"Arkansas County, AR",108283.333333333
"St. Croix County, WI",337998.625
"Keokuk County, IA",116520
"Clinton County, MI",287833.333333333
"Auglaize County, OH",191517.209677419
"Island County, WA",493649.268292683
"Cowlitz County, WA",378856.707317073
"Twin Falls County, ID",369417.554054054
"Sargent County, ND",153455
"Clarion County, PA",118993.47826087
"Hickory County, MO",194190
"Hampden County, MA",268385
"Laurel County, KY",224587.5
"Schoolcraft County, MI",163749.6
"Marion County, IN",233150.05
"Hartley County, TX",141091.9375
"Steele County, MN",262209.821428571
"Stephens County, OK",128244
"Shelby County, AL",274847.048780488
"Martin County, MN",162797.568965517
"Claiborne Parish, LA",206800
"Edmonson County, KY",231923.80952381
"Delta County, TX",178125
"Fremont County, CO",302198.172413793
"Sheboygan County, WI",227256.25
"McKenzie County, ND",290671.09375
"Russell County, KS",117440
"Delaware County, OH",436117.676470588
"Wilcox County, GA",117062.5
"Cecil County, MD",304725.071428571
"Hansford County, TX",138533.333333333
"Jefferson Davis County, MS",127483.333333333
"Columbus County, NC",180639.125
"Blanco County, TX",468941.05
"Osceola County, IA",150300
"La Salle Parish, LA",92633.3333333333
"Duplin County, NC",200547.727272727
"Armstrong County, PA",123098.333333333
"Union County, NM",132482.117647059
"Van Wert County, OH",144303.666666667
"Scott County, IL",105722.222222222
"Russell County, KY",178347.916666667
"Henry County, IA",155323.80952381
"Cass County, MI",229676.476190476
"Covington County, AL",164205
"Winnebago County, WI",222959.375
"Franklin County, FL",391050.426829268
"New Madrid County, MO",140442.857142857
"Coleman County, TX",109976.19047619
"McCook County, SD",303371.052631579
"Bourbon County, KY",209321.153846154
"Clark County, IN",228507.385714286
"Louisa County, IA",126445
"Chickasaw County, IA",157750
"Lake County, OR",169937.5
"Bolivar County, MS",190465.789473684
"Thomas County, KS",175521.428571429
"Iron County, UT",370057.333333333
"Franklin County, NC",354236.648148148
"Baca County, CO",218900
"Powhatan County, VA",423808.333333333
"Juab County, UT",416474.8
"Coshocton County, OH",146531.25
"Rooks County, KS",155707.142857143
"Pulaski County, MO",219977.224137931
"Jefferson County, MT",551171.739130435
"Westchester County, NY",595024.7
"Screven County, GA",172665
"Dinwiddie County, VA",266145
"Clinton County, NY",193530.128205128
"Jay County, IN",119100
"Nacogdoches County, TX",201634.932432432
"Tyler County, TX",212166.666666667
"Tuscaloosa County, AL",259075.282608696
"Essex County, VA",268210.416666667
"Patrick County, VA",165396.153846154
"Washington County, KS",122950
"McLean County, KY",167266.666666667
"Menifee County, KY",140895
"Delta County, CO",355135.714285714
"Drew County, AR",163700
"Cottle County, TX",72925
"Perry County, PA",221734.838709677
"McPherson County, SD",63073.6666666667
"Greene County, MS",153155
"Garrett County, MD",400354.310810811
"Northumberland County, VA",374020.833333333
"Lincoln County, WA",273425
"Montgomery County, MS",110720
"Bath County, VA",264476.19047619
"Cheyenne County, KS",208966.666666667
"Wahkiakum County, WA",439272.888888889
"Texas County, OK",187645
"Jefferson County, AL",235994.85
"Baylor County, TX",163306.3
"Dubois County, IN",221187.327586207
"Calvert County, MD",416856.459459459
"Shenandoah County, VA",255033.928571429
"Lake County, OH",204947.663043478
"Callaway County, MO",200811.111111111
"Young County, TX",190015
"Crawford County, MI",165440
"Haskell County, KS",179218.75
"Fallon County, MT",106875
"Stafford County, VA",434657.8
"Sharp County, AR",118855.172413793
"Plymouth County, IA",242852.173913043
"Mineral County, NV",173358.333333333
"Red River Parish, LA",249312.5
"Madison County, MS",324341.118421053
"Teton County, MT",314314.9
"Stafford County, KS",79489.4736842105
"Perkins County, NE",135000
"Lake County, MI",149587
"Knox County, NE",281433.333333333
"Spotsylvania County, VA",405748.333333333
"Washington County, UT",499253.38372093
"Haakon County, SD",75000
"DeKalb County, AL",203461.904761905
"Thurston County, WA",463103.26
"Pemiscot County, MO",142716.666666667
"Greene County, PA",144080.434782609
"Blaine County, ID",1207935.71428571
"Dixie County, FL",236658.285714286
"Kinney County, TX",155470
"Jefferson County, KS",219217.045454545
"Becker County, MN",295684.894736842
"Ashley County, AR",202118.214285714
"Banner County, NE",108800
"Butler County, MO",138918.181818182
"Forsyth County, NC",250438.956521739
"Guilford County, NC",241361.770833333
"Union County, OR",314708.928571429
"Jackson County, OH",182995
"Boone County, AR",222150
"Clermont County, OH",255802.855263158
"Labette County, KS",85309.5238095238
"Norman County, MN",138730.2
"Summit County, CO",1139675.96
"Gloucester County, VA",319361.636363636
"Buchanan County, MO",151058.448717949
"Collin County, TX",430570.153061224
"Jefferson County, WI",279766.268292683
"Prince George's County, MD",383870.543478261
"Laurens County, SC",278195.142857143
"Willacy County, TX",244839.368421053
"Alpena County, MI",160008.333333333
"Thomas County, GA",246815.178571429
"Morgan County, AL",229572.571428571
"Chaffee County, CO",603893.525
"Piatt County, IL",197983.2
"Lawrence County, SD",398027.272727273
"Rockingham County, NC",199918.75
"Colbert County, AL",195583.666666667
"Amherst County, VA",258880
"Chicot County, AR",171555.555555556
"Washington County, VT",336771.02
"Madison County, ID",412698
"Maries County, MO",189541.666666667
"Idaho County, ID",290477
"Clallam County, WA",443354.709302326
"Montour County, PA",245942.944444444
"Howell County, MO",208797.777777778
"Niagara County, NY",186035.476190476
"Putnam County, MO",188756.25
"Madison County, IN",174161.25
"Meriwether County, GA",259061.4
"Hardeman County, TX",92250
"Hinsdale County, CO",575718.75
"Pawnee County, NE",86719.1666666667
"Dukes County, MA",1687875.12
"McNairy County, TN",176725
"Medina County, TX",316570.5
"Douglas County, CO",585041.25
"Lee County, IL",167672.727272727
"Perry County, AL",194166.666666667
"York County, VA",360720.8625
"Orleans Parish, LA",329022.344444444
"Garfield County, OK",189536.25
"Worth County, IA",114328.571428571
"Onondaga County, NY",202733.458333333
"Surry County, VA",284363.157894737
"King William County, VA",327688.833333333
"Quay County, NM",254650
"Smith County, TN",297988.095238095
"Jefferson County, GA",158804.761904762
"Jones County, GA",241550.826086957
"Lawrence County, IN",187608
"St. Johns County, FL",440137.46
"Grant County, WV",219565
"Washington County, GA",159750
"Camden County, NJ",246805.68
"Sherman County, NE",136083.333333333
"Liberty County, MT",112000
"Dakota County, NE",239375
"Jefferson County, IN",230797.727272727
"Northumberland County, PA",117354.225
"McCulloch County, TX",151894.318181818
"Obion County, TN",161421.739130435
"Scotland County, MO",146160
"Montgomery County, MO",159883.19047619
"Jones County, IA",205884.814814815
"Imperial County, CA",317764.696969697
"Fayette County, AL",169530
"Orange County, IN",149880
"Dearborn County, IN",288014.814814815
"Cheatham County, TN",332482.9875
"Wyandotte County, KS",213067.5
"Ector County, TX",256151.875
"Missoula County, MT",533515.88
"Maverick County, TX",228373.80952381
"Clay County, NE",150070
"Osage County, OK",232071.428571429
"Gooding County, ID",273335
"Kleberg County, TX",174972.04
"Meade County, SD",363707.54
"Crane County, TX",226078.947368421
"Monroe County, PA",260767.673469388
"Alcona County, MI",186660.1
"Galax, VA",188364.285714286
"Albemarle County, VA",446698.446808511
"Mills County, IA",268836.956521739
"Marengo County, AL",207612.5
"Mahnomen County, MN",214382.916666667
"Clay County, AL",185495
"Wayne County, MO",122237.5
"Desha County, AR",98842.7777777778
"Dawes County, NE",272500
"Carter County, OK",183727.272727273
"Grainger County, TN",298946
"Fountain County, IN",157318.181818182
"Emporia, VA",163915
"Lafayette Parish, LA",212357.016129032
"Harford County, MD",338220.238095238
"Ward County, ND",222574.625
"Clay County, KS",166760
"Eureka County, NV",182666.666666667
"White County, TN",268934.136363636
"Cedar County, IA",214930.303030303
"Grundy County, MO",83850
"Golden Valley County, ND",125420
"Tipton County, IN",181495.238095238
"Koochiching County, MN",188847.619047619
"Whitley County, KY",201579.545454545
"Stanly County, NC",269373.481481481
"Brantley County, GA",205590
"Denali Borough, AK",221234
"Stone County, AR",218772.095238095
"Logan County, CO",233422.580645161
"Bossier Parish, LA",190366.302631579
"Sampson County, NC",233997.727272727
"Washington County, ME",210750
"Griggs County, ND",160800
"Wyoming County, NY",151025
"Crockett County, TN",203455
"Bartow County, GA",288753.902173913
"Gordon County, GA",265111.435897436
"Mitchell County, TX",149266.666666667
"Union County, SC",150516.666666667
"Morgan County, CO",344700
"Camden County, GA",281831.370967742
"Adams County, CO",491208.83
"Crook County, OR",492808.467741935
"Mercer County, PA",146770.263888889
"Mason County, KY",156428.571428571
"Park County, WY",451375
"Prince George County, VA",318765.956521739
"Neosho County, KS",110505
"Windham County, VT",425962.5
"McPherson County, KS",181792.857142857
"Union County, IL",145100
"Bucks County, PA",405644.3
"Campbell County, VA",265476.302631579
"Lee County, FL",381665.35
"Blackford County, IN",113198.076923077
"Shiawassee County, MI",165706.296875
"Mitchell County, IA",153304.166666667
"Treutlen County, GA",176628.571428571
"Trempealeau County, WI",230991.666666667
"Greene County, TN",273520.887096774
"Logan County, KY",213916.666666667
"Campbell County, KY",251417
"Walker County, AL",201906.833333333
"Geary County, KS",182548.387096774
"Paulding County, OH",131086.956521739
"Phillips County, KS",84887.5
"Franklin County, WA",377006.794871795
"Madison Parish, LA",142275
"Schuyler County, MO",150462.5
"Mitchell County, KS",202948.888888889
"Breathitt County, KY",145025
"Decatur County, KS",92128.5714285714
"Douglas County, NE",275165.47
"Marshall County, MS",275496
"Newberry County, SC",241448.047619048
"Yuma County, AZ",282227.446428571
"Henderson County, TX",304485.357142857
"Tulsa County, OK",231140.918367347
"Waupaca County, WI",209272.766666667
"Pierce County, WA",499601.78
"Cotton County, OK",141243.75
"Marion County, KS",137747.619047619
"Emery County, UT",226579.886363636
"Cobb County, GA",388332.78
"Kemper County, MS",199890
"Rappahannock County, VA",510665.1
"Cumberland County, TN",291876.973684211
"Dallas County, MO",249352.173913043
"Lincoln County, OK",176445.238095238
"Kossuth County, IA",121800
"Rensselaer County, NY",255908.69
"Highland County, VA",320677.5
"Watonwan County, MN",147930.434782609
"Benton County, OR",480854.093023256
"Mercer County, MO",85700
"Leon County, FL",255065.53
"Randolph County, MO",142354.761904762
"Marion County, IL",122255.833333333
"Grundy County, IL",250773.625
"Sagadahoc County, ME",354948.170731707
"Lincoln County, KY",170931.818181818
"Knox County, ME",428177.083333333
"Evans County, GA",166274.5
"Kodiak Island Borough, AK",308363.636363636
"Orange County, VT",301512.5
"Giles County, TN",262105
"Travis County, TX",498107.63
"Monroe County, IL",292133.666666667
"Craighead County, AR",205611.22826087
"Bayfield County, WI",272908.695652174
"Chenango County, NY",148794.444444444
"El Paso County, CO",NA
"DeSoto County, FL",252229.545454545
"Cumberland County, IL",133987.5
"Warren County, NY",285250.581632653
"Massac County, IL",99497.7272727273
"Pearl River County, MS",231214
"Emmet County, IA",119284.173076923
"Merrimack County, NH",380490.81
"Parke County, IN",182970
"Calaveras County, CA",415511.904761905
"Leflore County, MS",99452.3809523809
"Franklin County, KY",232646.285714286
"Wayne County, NY",166765.625
"Walworth County, SD",138555.555555556
"Monroe County, MI",215746.625
"Orange County, TX",202154.8
"Todd County, KY",209471.363636364
"Berrien County, MI",257582.897435897
"Tarrant County, TX",325352.11
"Granville County, NC",311063.423076923
"Greene County, OH",237332.642857143
"Leake County, MS",153465
"Clarke County, AL",192065.909090909
"Peach County, GA",244565.416666667
"Perquimans County, NC",247284.090909091
"Burnet County, TX",339825.918918919
"Washington County, TX",344213.645833333
"Leelanau County, MI",508569.096774194
"Pembina County, ND",124000
"Smith County, KS",130333.333333333
"Turner County, GA",126532.352941176
"Jerome County, ID",324147.619047619
"Floyd County, TX",205875
"San Miguel County, CO",2408158.33333333
"Lucas County, OH",151916.463414634
"Chilton County, AL",206028.96
"Saline County, KS",162294.642857143
"Escambia County, AL",176941.666666667
"Tazewell County, VA",130484.28
"Irwin County, GA",151810.833333333
"Conejos County, CO",288229.761904762
"Smith County, MS",168383.333333333
"Somervell County, TX",503335
"Camden County, MO",432200.271428571
"Davidson County, NC",256894.227272727
"Anderson County, TN",291657.297297297
"Essex County, VT",178365.217391304
"Chester County, SC",251215
"Grant County, AR",191615
"Sacramento County, CA",456979.8
"Treasure County, MT",72000
"Carroll County, IN",212281.818181818
"Delta County, MI",143103.571428571
"Yellow Medicine County, MN",139501
"Menominee County, MI",152638.392857143
"Hancock County, MS",253895.256410256
"Frederick County, VA",347959.065217391
"Suffolk, VA",317731.510638298
"Clark County, ID",250000
"McCracken County, KY",226711.523809524
"Ferry County, WA",294200
"Greene County, AR",185223.076923077
"Jefferson County, NE",117190
"McClain County, OK",285898
"Newton County, AR",215357.142857143
"Edgar County, IL",92317
"Lake of the Woods County, MN",204905
"Grant Parish, LA",158000
"Cheyenne County, CO",192883.333333333
"Carroll County, OH",180323.214285714
"Malheur County, OR",283534.607142857
"Davis County, IA",159795
"Phillips County, CO",227075
"Haskell County, OK",171915
"Baltimore County, MD",3593535.91
"Montgomery County, KY",212710.714285714
"Kane County, UT",437025
"Red River County, TX",148022.5
"Pope County, IL",175468.75
"Perry County, AR",193080.952380952
"Owen County, IN",224143.181818182
"Kiowa County, CO",164425
"Parker County, TX",442694.573529412
"Ashland County, OH",168411.842105263
"Lafayette County, FL",219638.888888889
"Knox County, TN",335181.581632653
"Carroll County, VA",213302.380952381
"Cowley County, KS",105663.4375
"Irion County, TX",291778.571428571
"Sumner County, TN",400700.627659574
"Monroe County, AL",170025
"Roanoke County, VA",238143
"Winnebago County, IL",150760.33
"Stevens County, KS",192863.888888889
"Grand Isle County, VT",449019.894736842
"Claiborne County, TN",252572.580645161
"Lemhi County, ID",421625
"Floyd County, IA",149432.692307692
"Yoakum County, TX",234894.444444444
"Alamosa County, CO",305537.5
"Bristol, VA",180460.131578947
"Berrien County, GA",221030
"Calhoun County, MS",168233.333333333
"Allen County, IN",222202.211111111
"Titus County, TX",269905
"Cherokee County, OK",191595.454545455
"Moffat County, CO",280186.363636364
"Wolfe County, KY",286777.777777778
"Lafayette County, WI",178366.666666667
"Kay County, OK",117875
"Worth County, GA",245650
"Tipton County, TN",287863.043478261
"Union County, TN",307321.739130435
"Oneida County, ID",269218.181818182
"Johnson County, NE",148500
"Rabun County, GA",363974.328125
"San Benito County, CA",751807.5
"Tangipahoa Parish, LA",231613.5125
"Greene County, IA",136245
"Lowndes County, AL",210993.75
"Stone County, MS",205285
"Toole County, MT",161368.421052632
"Knox County, IN",132918.214285714
"York County, PA",216727.74
"Pickett County, TN",288425
"Coffee County, TN",309720.967741935
"Tippecanoe County, IN",240287.641025641
"Cherokee County, KS",94512.5
"Fremont County, WY",264743.47826087
"Boone County, NE",130000
"Covington, VA",131489.7
"Pickaway County, OH",279651.863636364
"Taliaferro County, GA",158333.333333333
"Comanche County, KS",62937.5
"Lamar County, GA",252524.761904762
"Scott County, VA",160890
"Concho County, TX",128316.666666667
"Clinton County, IN",161536.557692308
"Pine County, MN",252372.222222222
"Brookings County, SD",316848.214285714
"Comal County, TX",413633.313953488
"Brewster County, TX",297643.47826087
"Bladen County, NC",193162
"Pend Oreille County, WA",368780.434782609
"Benewah County, ID",319964.090909091
"Collier County, FL",606957
"Minidoka County, ID",298520.833333333
"Iron County, MO",134694.5
"Trego County, KS",112250
"Greeley County, NE",77750
"Iron County, MI",103688
"Harding County, SD",130000
"Liberty County, TX",243549.5
"Clark County, MO",170464.285714286
"Davison County, SD",259462.962962963
"Jackson County, NC",371508.620689655
"Windham County, CT",276560.170731707
"Cavalier County, ND",124765
"Isle of Wight County, VA",355357.475
"Lamar County, TX",197697.826086957
"Alleghany County, VA",126633.333333333
"Stearns County, MN",225340.022222222
"San Juan County, WA",815382.258064516
"Lee County, MS",265980
"Sherman County, OR",241171.428571429
"Des Moines County, IA",122275.862068966
"Holmes County, OH",253000.034482759
"Surry County, NC",216991.176470588
"Park County, CO",549814.444444444
"Bailey County, TX",141525
"Carbon County, PA",232958.395833333
"Chelan County, WA",548033.3125
"Miller County, MO",275071.875
"Taos County, NM",474960.606060606
"DeWitt County, TX",194259.090909091
"Thomas County, NE",71000
"Calhoun County, AR",79175
"Oneida County, WI",247997.3
"Clearwater County, MN",173824.45
"Leslie County, KY",126800
"Davie County, NC",271423.277777778
"Columbia County, AR",145520
"Henry County, TN",223490.681818182
"Gem County, ID",420232.5
"Livingston County, NY",174275.803030303
"Escambia County, FL",344926.9
"Beaver County, PA",178185.183673469
"Goochland County, VA",568227.177419355
"Meigs County, OH",141568.181818182
"Long County, GA",277486.75
"Delaware County, IA",225130
"Southampton County, VA",267580.173913043
"Trigg County, KY",276509.523809524
"Jones County, NC",233350
"Kauai County, HI",1225342.02439024
"Polk County, NC",376248.387096774
"Calhoun County, TX",263462.5
"Lee County, TX",320298.80952381
"Asotin County, WA",324992.1875
"Ripley County, IN",287361.904761905
"Dawson County, MT",109725
"Marshall County, MN",158927.777777778
"Albany County, NY",278300.42
"Aurora County, SD",149250
"James City County, VA",389603.6875
"Wabash County, IN",153277.083333333
"Valley County, NE",155000
"DuPage County, IL",358740.653061224
"Ontario County, NY",302078.947916667
"Brown County, IL",99625
"Morrison County, MN",235640.384615385
"Juniata County, PA",180786
"Nelson County, ND",171950
"Wood County, OH",242250
"Roosevelt County, MT",184375
"Gilchrist County, FL",299311.904761905
"Dundy County, NE",81000
"Esmeralda County, NV",27750
"Creek County, OK",212791.666666667
"Stonewall County, TX",207875
"Barnwell County, SC",174402.5
"Yell County, AR",125586.9
"Morgan County, IN",243600.972972973
"Muskingum County, OH",183177.243243243
"Coosa County, AL",344407.142857143
"Anne Arundel County, MD",429192.195121951
"Roane County, TN",306022.794117647
"Dawson County, TX",159967.666666667
"Matagorda County, TX",226131.428571429
"Franklin County, GA",257102.380952381
"Saguache County, CO",357045
"Bowman County, ND",105990
"Randolph County, AL",241025
"George County, MS",207490
"Walla Walla County, WA",420198.09375
"Miami-Dade County, FL",514002.83
"Bradley County, AR",143928.571428571
"Hardin County, IL",69719.4444444444
"Stark County, OH",185932.707317073
"Greene County, NC",195345
"Hodgeman County, KS",101000
"Franklin County, PA",228767.790697674
"Okanogan County, WA",425985
"Bedford County, VA",343732.585365854
"Kenosha County, WI",236416.25
"Woods County, OK",256000
"McKinley County, NM",199617.391304348
"Refugio County, TX",166800
"Metcalfe County, KY",177694.444444444
"Winneshiek County, IA",265819.230769231
"Hendry County, FL",275672.72
"Butts County, GA",265730.769230769
"Butler County, PA",283606.39
"Juneau County, WI",213377.419354839
"Adams County, ID",499442.785714286
"Franklin County, IL",84160.8695652174
"Huron County, MI",174975
"Ray County, MO",207152.272727273
"Macoupin County, IL",118100
"St. Louis City County, MO",203972.25
"Glasscock County, TX",440000
"Morgan County, GA",449971.608695652
"Buena Vista, VA",170232.608695652
"Houston County, AL",193311.103448276
"Deer Lodge County, MT",275281.818181818
"Muscatine County, IA",179768.965517241
"Sierra County, NM",198604.761904762
"Cheshire County, NH",304317.66
"Rutherford County, TN",374656.393617021
"Le Sueur County, MN",274977.757575758
"Bureau County, IL",122675.944444444
"Elbert County, GA",183772.5
"Jefferson County, IL",136495.833333333
"Douglas County, GA",290333.630952381
"Big Horn County, WY",241347.058823529
"Sullivan County, IN",131472.222222222
"Vermilion Parish, LA",217321.16
"Henderson County, TN",206321.428571429
"Scott County, MS",156825
"Shawnee County, KS",188303.522222222
"Stanley County, SD",282573.529411765
"Chatham County, NC",547700.397058823
"Oldham County, TX",320142.142857143
"Coahoma County, MS",81112.5
"Fayette County, IN",134656.727272727
"Lincoln Parish, LA",273763.636363636
"Sequoyah County, OK",185778.260869565
"Warren County, TN",249393.47826087
"Boyle County, KY",228134.615384615
"Sac County, IA",157050
"Swift County, MN",140372
"Boone County, IL",213081.75
"Ransom County, ND",144977.777777778
